# Internal run number: twoLoop 1927
# All dimensionful quantities in GeV
# Rescaling factor from internal to physical units: 1.19323
# Quantity: ghost dressing function G
# Syntax: p^2 [GeV^2], G
# Cutoff in GeV^2, renormalization constant Zt3:           6
1.19323 10, 0.805398
# Renormalization point: 0.00000119323
# Renormalization value: 15.1619
# Lowest/highest points (extrapolated beyond that): 0.00000119323/11932.3
# alpha(mu)=0.05
#
1.1932269509491145e-14	20.
1.2290237594775878e-14	20.
1.2528882984965702e-14	20.
1.2886851070250436e-14	20.
1.324481915553517e-14	20.
1.3602787240819906e-14	20.
1.384143263100973e-14	20.
1.4199400716294463e-14	20.
1.4557368801579196e-14	20.
1.5034659581958843e-14	20.
1.5392627667243578e-14	20.
1.575059575252831e-14	20.
1.6227886532907957e-14	20.
1.658585461819269e-14	20.
1.7063145398572336e-14	20.
1.742111348385707e-14	20.
1.7898404264236715e-14	20.
1.8375695044616362e-14	20.
1.885298582499601e-14	20.
1.9330276605375654e-14	20.
1.98075673857553e-14	20.
2.0284858166134945e-14	20.
2.0881471641609505e-14	20.
2.135876242198915e-14	20.
2.1955375897463706e-14	20.
2.243266667784335e-14	20.
2.302928015331791e-14	20.
2.3625893628792467e-14	20.
2.4222507104267024e-14	20.
2.4938443274836494e-14	20.
2.5535056750311047e-14	20.
2.6131670225785607e-14	20.
2.6847606396355074e-14	20.
2.7563542566924546e-14	20.
2.8279478737494013e-14	20.
2.899541490806348e-14	20.
2.971135107863295e-14	20.
3.0427287249202415e-14	20.
3.12625461148668e-14	20.
3.209780498053118e-14	20.
3.293306384619556e-14	20.
3.3768322711859937e-14	20.
3.460358157752432e-14	20.
3.54388404431887e-14	20.
3.6393422003947996e-14	20.
3.7348003564707284e-14	20.
3.830258512546657e-14	20.
3.925716668622586e-14	20.
4.0211748246985156e-14	20.
4.128565250283936e-14	20.
4.2359556758693564e-14	20.
4.343346101454777e-14	20.
4.450736527040197e-14	20.
4.570059222135108e-14	20.
4.68938191723002e-14	20.
4.8087046123249314e-14	20.
4.928027307419843e-14	20.
5.0592822720242457e-14	20.
5.1905372366286474e-14	20.
5.32179220123305e-14	20.
5.4530471658374526e-14	20.
5.596234399951347e-14	20.
5.73942163406524e-14	20.
5.894541137688625e-14	20.
6.037728371802519e-14	20.
6.192847875425903e-14	20.
6.35989964855878e-14	20.
6.515019152182165e-14	20.
6.682070925315042e-14	20.
6.861054967957408e-14	20.
7.028106741090284e-14	20.
7.207090783732651e-14	20.
7.39800709588451e-14	20.
7.588923408036368e-14	20.
7.779839720188227e-14	20.
7.982688301849576e-14	20.
8.185536883510926e-14	20.
8.400317734681766e-14	20.
